Age,Gender,Education Level,Job Title,Years of Experience,Salary
40,Female,Master's,DevOps Engineer,16.2,52400
55,Female,CAP/BEP,Assistant Administratif,32.2,29800
24,Male,Bachelor's,Data Analyst,2.6,39900
25,Female,Master's,Ingénieur Systèmes,2.0,49700
29,Female,CAP/BEP,Comptable,11.0,23200
35,Male,Bachelor's,Chef de Projet IT,3.6,30500
53,Male,Baccalauréat,Logisticien,26.7,25500
62,Male,Master's,DevOps Engineer,27.5,66500
26,Female,Bachelor's,Data Analyst,4.6,19000
29,Female,Master's,Contrôleur de Gestion,4.5,25500
36,Female,Master's,Responsable Commercial,12.9,46000
33,Male,Master's,ML Engineer,7.1,64100
32,Male,Master's,Contrôleur de Gestion,6.6,53500
32,Female,Baccalauréat,Infirmier,8.2,23300
23,Male,Bachelor's,Chargé RH,1.3,26100
50,Female,Bachelor's,Assistant Administratif,16.2,30800
23,Female,Master's,Développeur Software,0.0,26900
42,Male,PhD,Chargé RH,6.4,33900
34,Male,Master's,Responsable Commercial,9.6,57700
48,Male,Bachelor's,Comptable,13.7,27600
39,Male,Baccalauréat,Chargé de Communication,15.6,20400
39,Female,Master's,Ingénieur Systèmes,11.6,66700
37,Female,Master's,Enseignant,11.6,28800
23,Female,Master's,Chef de Projet IT,0.0,56100
25,Male,Master's,DevOps Engineer,2.0,49200
27,Male,Bachelor's,Account Manager,2.0,52300
26,Male,Bachelor's,Contrôleur de Gestion,3.6,39100
40,Female,Bachelor's,Commercial,16.7,33100
33,Male,Master's,Chargé de Communication,5.5,35800
30,Male,Baccalauréat,Data Scientist,6.9,44000
29,Female,Master's,Data Scientist,4.0,55000
44,Female,CAP/BEP,Account Manager,26.0,48800
38,Female,Master's,Office Manager,8.1,35600
36,Male,PhD,Chercheur,5.2,42100
45,Male,PhD,Chercheur,18.0,64000
28,Female,Bachelor's,Chargé RH,4.9,30800
37,Female,CAP/BEP,Responsable RH,9.7,32200
45,Male,Bachelor's,Commercial,17.2,27300
26,Male,Baccalauréat,DevOps Engineer,7.0,35700
33,Male,Bachelor's,Chef de Projet IT,9.5,66400
37,Male,Master's,Juriste,9.8,44900
27,Female,Master's,DevOps Engineer,4.0,32100
36,Female,CAP/BEP,Analyste Financier,9.9,28300
48,Male,Bachelor's,Infirmier,21.9,34300
43,Female,Bachelor's,Comptable,16.3,31000
37,Female,CAP/BEP,Technicien de Maintenance,6.4,22800
31,Male,Bachelor's,ML Engineer,8.3,39100
29,Female,Master's,Responsable Commercial,4.5,56500
40,Male,Bachelor's,Responsable Commercial,17.4,49600
47,Male,Master's,Ingénieur Systèmes,21.3,56400
55,Female,Master's,Développeur Software,19.9,54600
43,Female,PhD,Data Analyst,12.9,50700
42,Male,Baccalauréat,Développeur Software,19.7,47100
27,Male,PhD,Analyste Financier,0.0,94800
50,Male,Master's,Responsable Marketing,21.9,57300
34,Male,Bachelor's,Commercial,11.4,34800
35,Female,Master's,Responsable RH,4.1,40300
37,Male,CAP/BEP,Responsable RH,12.6,33500
25,Female,Bachelor's,Consultant IT,2.4,31800
33,Male,Master's,Développeur Software,7.8,45700
45,Female,Master's,Architecte Cloud,16.0,47200
44,Male,Bachelor's,Technicien de Maintenance,14.1,31500
28,Male,Master's,Développeur Software,2.4,34700
32,Male,Master's,Data Scientist,3.8,43200
28,Male,Master's,DevOps Engineer,4.0,47400
26,Female,Master's,Chargé RH,3.0,33600
38,Male,Master's,Technicien de Maintenance,13.7,49400
32,Male,Bachelor's,Enseignant,7.2,27700
38,Male,PhD,Responsable Marketing,2.4,34700
23,Female,Master's,Juriste,0.0,33100
36,Male,Bachelor's,Account Manager,12.9,41000
53,Male,Bachelor's,Consultant IT,32.0,85000
40,Male,Master's,Développeur Software,17.0,61900
37,Female,Bachelor's,Technicien de Maintenance,8.7,21700
56,Female,Bachelor's,Infirmier,18.3,28900
34,Male,Master's,Développeur Software,2.8,39700
50,Female,Baccalauréat,Technicien de Maintenance,32.0,27500
41,Male,Bachelor's,Commercial,20.0,45100
34,Male,Master's,Enseignant,10.8,22700
41,Male,Master's,Responsable Commercial,6.1,49800
38,Male,Bachelor's,Chargé RH,17.0,30900
23,Male,Master's,Architecte Cloud,0.0,50600
39,Female,Baccalauréat,Business Developer,13.4,31100
28,Female,Master's,Développeur Software,4.5,40600
35,Male,Bachelor's,Technicien de Maintenance,6.0,31700
46,Male,Bachelor's,Chargé RH,19.4,27400
26,Male,Baccalauréat,Commercial,7.4,24500
30,Male,Bachelor's,Office Manager,5.7,37100
32,Male,Master's,Analyste Financier,4.7,41100
47,Female,Master's,Analyste Financier,19.9,46100
44,Female,Master's,Data Analyst,10.6,54600
50,Female,Baccalauréat,Chargé RH,10.2,21300
39,Male,Master's,Ingénieur Systèmes,16.0,44600
37,Male,Master's,Chargé RH,11.6,35900
39,Female,Baccalauréat,Comptable,21.0,25000
28,Male,Master's,Responsable Commercial,3.1,32700
34,Male,Baccalauréat,Comptable,13.7,23600
42,Female,Master's,Chef de Projet IT,10.3,65400
32,Male,Baccalauréat,Account Manager,8.5,34700
43,Female,Bachelor's,Office Manager,22.0,27700
36,Male,Bachelor's,Commercial,12.6,45700
40,Female,Bachelor's,Chef de Projet IT,8.1,39300
42,Male,PhD,Business Developer,8.6,41900
39,Male,Master's,Responsable Marketing,11.6,38000
38,Female,Bachelor's,Chargé RH,14.9,25100
62,Female,Master's,Architecte Cloud,32.5,71500
34,Female,Bachelor's,Technicien de Maintenance,8.6,29400
38,Male,Bachelor's,Account Manager,13.4,37900
45,Male,Master's,Business Developer,22.0,39400
28,Male,Master's,Juriste,4.3,46500
29,Female,Master's,Analyste Financier,6.0,41800
47,Male,Master's,Account Manager,11.9,58900
57,Female,Master's,Responsable RH,24.9,52400
39,Male,PhD,Médecin,6.5,82500
43,Male,PhD,Analyste Financier,14.9,49900
39,Male,Master's,Chercheur,5.1,40100
50,Female,Baccalauréat,Data Engineer,17.3,51000
39,Female,PhD,Responsable RH,7.6,38500
46,Male,Master's,Consultant IT,21.3,86500
37,Male,CAP/BEP,Infirmier,12.8,28400
29,Female,Master's,Chargé RH,6.0,25500
43,Female,Master's,Data Scientist,12.7,63800
36,Male,Master's,Data Engineer,8.4,46600
41,Female,Bachelor's,Office Manager,16.8,24800
38,Male,Master's,Architecte Cloud,5.0,91100
33,Female,Baccalauréat,Chargé RH,7.4,25200
32,Female,Master's,Chef de Projet IT,9.0,78200
32,Male,Bachelor's,Responsable Commercial,8.9,45700
25,Female,Master's,Développeur Software,2.0,37900
27,Male,PhD,Pharmacien,0.0,41700
36,Female,Master's,DevOps Engineer,9.8,36400
41,Male,Master's,Responsable RH,8.3,60800
40,Male,Master's,Business Developer,12.9,44000
35,Male,Bachelor's,Data Scientist,8.7,50800
40,Male,CAP/BEP,Commercial,19.4,28300
40,Female,CAP/BEP,Comptable,8.7,17764
46,Male,Master's,Data Scientist,16.1,45100
21,Male,Bachelor's,Assistant Administratif,0.0,21100
49,Female,Bachelor's,Chef de Projet IT,27.0,62400
25,Female,Master's,Technicien de Maintenance,1.9,18600
38,Female,CAP/BEP,Assistant Administratif,15.8,21100
32,Female,Master's,Data Scientist,9.0,40200
40,Male,Master's,Développeur Software,13.4,71800
38,Female,Bachelor's,Chef de Projet IT,13.4,50600
21,Male,Bachelor's,Chef de Projet IT,0.0,38200
40,Male,Bachelor's,Data Engineer,10.2,50400
37,Female,Baccalauréat,Responsable Commercial,19.0,62300
31,Male,Baccalauréat,Conducteur de Projet,13.0,42700
45,Male,CAP/BEP,Comptable,19.1,37100
35,Female,Master's,Responsable Marketing,11.4,34200
25,Male,Master's,Data Analyst,1.2,58200
21,Male,Bachelor's,Office Manager,0.0,29000
31,Male,Master's,ML Engineer,4.8,52700
35,Male,Master's,Consultant Finance,12.0,80000
37,Male,PhD,Contrôleur de Gestion,7.4,40600
46,Male,PhD,Data Scientist,17.0,67800
29,Male,Master's,Développeur Software,3.7,38100
39,Female,Master's,Data Scientist,8.0,54800
40,Female,Master's,DevOps Engineer,9.9,48200
32,Male,Master's,Responsable Commercial,4.9,61700
50,Male,Bachelor's,Office Manager,23.6,37500
21,Male,Bachelor's,Analyste Financier,0.0,42000
47,Male,Master's,Data Scientist,17.3,86300
23,Male,Master's,Commercial,0.0,19000
58,Female,PhD,Assistant Administratif,19.8,26700
30,Female,Bachelor's,Chargé RH,6.2,22200
36,Female,Master's,Data Scientist,13.0,50000
45,Female,PhD,Data Analyst,9.2,42400
38,Female,PhD,DevOps Engineer,7.4,36600
23,Female,Bachelor's,Responsable Commercial,1.6,29600
41,Female,Master's,Chef de Projet IT,15.7,52800
33,Male,Master's,Développeur Software,3.9,33800
33,Female,PhD,Responsable Commercial,0.6,34600
31,Female,Bachelor's,Comptable,7.0,20500
48,Male,PhD,Juriste,13.1,85400
27,Female,PhD,Responsable RH,0.0,26900
44,Female,Master's,Contrôleur de Gestion,18.1,55800
38,Female,Bachelor's,Enseignant,16.0,22300
38,Male,Bachelor's,Account Manager,17.0,38000
43,Female,Bachelor's,Développeur Software,8.3,34700
40,Female,Bachelor's,Responsable Marketing,13.1,32800
36,Female,Bachelor's,Assistant Administratif,6.4,25400
35,Male,Bachelor's,Infirmier,10.8,29500
38,Male,PhD,Chercheur,3.4,50100
31,Female,Master's,Business Developer,8.0,37900
36,Male,Master's,Account Manager,13.0,47300
42,Female,Master's,Analyste Financier,13.8,45000
39,Female,Bachelor's,Assistant Administratif,18.0,28400
23,Male,Master's,ML Engineer,0.0,30700
31,Male,Master's,Chef de Projet IT,7.2,54000
40,Male,Bachelor's,DevOps Engineer,9.5,79500
30,Female,Baccalauréat,Consultant IT,11.6,24100
32,Female,Master's,Contrôleur de Gestion,5.8,32300
45,Female,Master's,Juriste,22.0,61300
23,Female,Master's,Commercial,0.0,22600
45,Female,Baccalauréat,Enseignant,24.2,25500
39,Male,Bachelor's,Assistant Administratif,9.6,26600
36,Female,Bachelor's,Account Manager,13.6,33200
50,Female,Master's,Développeur Software,8.3,42400
36,Male,PhD,Data Engineer,6.0,66000
53,Female,Master's,Assistant Administratif,29.7,29400
39,Male,PhD,Enseignant,8.2,33400
33,Female,Bachelor's,Comptable,8.1,23400
24,Female,Bachelor's,Business Developer,1.8,30900
25,Male,Bachelor's,Trader,2.8,62600
45,Female,Baccalauréat,Chargé RH,21.5,28600
27,Male,Baccalauréat,Account Manager,3.3,28000
45,Female,Master's,Responsable RH,17.0,57400
61,Female,Bachelor's,Analyste Financier,39.3,52800
52,Female,PhD,Responsable RH,16.1,50900
41,Female,Master's,Enseignant,13.7,31900
50,Male,Master's,Chargé RH,5.4,27700
57,Male,PhD,Data Analyst,12.9,45900
33,Male,Master's,Chercheur,6.1,43800
36,Female,Bachelor's,Consultant Finance,4.8,43700
31,Female,Bachelor's,Assistant Administratif,7.0,24000
39,Female,PhD,Data Analyst,8.2,40200
35,Male,Master's,Responsable Commercial,5.2,79400
39,Male,Master's,Analyste Financier,8.0,43600
28,Male,Bachelor's,Data Scientist,6.2,48400
26,Female,Bachelor's,Chargé RH,3.4,25800
27,Female,Bachelor's,Account Manager,3.6,20900
31,Male,Bachelor's,Développeur Software,8.8,57100
35,Male,PhD,Pharmacien,5.7,64200
28,Female,Baccalauréat,Commercial,8.3,28500
29,Female,Master's,Data Analyst,5.3,46700
31,Female,Master's,Responsable RH,8.0,29200
47,Female,CAP/BEP,Chef de Projet IT,15.5,39400
48,Male,Master's,Responsable Commercial,14.6,61700
23,Female,Master's,Développeur Software,0.0,29900
35,Male,CAP/BEP,Infirmier,10.3,26500
43,Female,Master's,Juriste,20.0,44000
41,Male,Bachelor's,Assistant Administratif,11.2,28800
26,Male,Bachelor's,Chef de Projet IT,2.8,39800
48,Male,Master's,Enseignant,17.6,34700
46,Female,PhD,ML Engineer,14.6,59200
31,Female,Master's,Responsable RH,7.3,33800
36,Male,Bachelor's,Chargé de Communication,12.1,25500
39,Male,CAP/BEP,Logisticien,21.0,26700
35,Male,Bachelor's,Comptable,11.8,26300
36,Female,Bachelor's,Technicien de Maintenance,8.4,32300
34,Female,Master's,Data Analyst,10.5,34800
50,Female,Master's,DevOps Engineer,21.9,48500
33,Male,Bachelor's,Office Manager,10.2,26000
60,Male,PhD,Enseignant,23.0,53000
30,Female,CAP/BEP,DevOps Engineer,10.5,41800
27,Female,PhD,Pharmacien,0.0,26700
51,Male,Bachelor's,Enseignant,29.2,27700
31,Male,CAP/BEP,Commercial,11.4,34100
40,Male,Master's,Comptable,4.9,38000
54,Male,Bachelor's,Développeur Software,30.3,62100
34,Female,Master's,Chef de Projet IT,11.0,47200
46,Male,Bachelor's,Comptable,19.3,28800
41,Female,Baccalauréat,Data Scientist,20.6,54200
43,Female,Master's,Office Manager,13.5,35400
22,Male,Bachelor's,Analyste Financier,1.0,39900
39,Female,PhD,Pharmacien,2.8,42000
37,Male,Master's,Chargé RH,12.9,29700
45,Female,Master's,Office Manager,19.0,29400
53,Female,PhD,Chercheur,22.5,43800
25,Male,Baccalauréat,Responsable Commercial,2.4,46600
43,Male,Bachelor's,Conducteur de Projet,16.5,50500
39,Female,PhD,Data Engineer,3.1,47600
40,Male,Baccalauréat,Responsable RH,6.7,28200
28,Female,PhD,Chargé de Communication,0.0,23500
56,Female,Master's,Enseignant,18.7,27100
42,Female,Master's,DevOps Engineer,16.9,61800
33,Female,Bachelor's,Business Developer,9.4,21800
54,Female,Bachelor's,Commercial,10.9,28700
30,Male,Bachelor's,Account Manager,7.8,43700
41,Male,Bachelor's,Chargé RH,16.7,39900
43,Female,Baccalauréat,Comptable,16.4,25900
27,Male,PhD,Ingénieur Systèmes,0.0,41200
49,Male,Baccalauréat,Technicien de Maintenance,30.4,38800
31,Male,Bachelor's,Business Developer,7.3,29400
39,Female,Bachelor's,Infirmier,14.3,43200
53,Female,Bachelor's,Logisticien,29.1,33600
28,Male,Master's,Consultant IT,4.0,41000
36,Female,PhD,Architecte Cloud,2.4,44300
31,Male,Master's,Trader,7.0,57800
34,Female,Master's,Responsable Commercial,4.1,29100
39,Male,Master's,Data Analyst,12.0,63400
50,Female,Baccalauréat,Technicien de Maintenance,21.1,24800
47,Male,Master's,Développeur Software,17.7,44200
26,Female,Master's,Pharmacien,2.0,21800
53,Female,PhD,Responsable RH,21.2,52200
45,Male,CAP/BEP,Technicien de Maintenance,17.9,19000
42,Female,Master's,Consultant Finance,15.0,48400
28,Female,Master's,Data Engineer,2.5,46300
35,Female,Bachelor's,Architecte Cloud,10.9,38300
43,Female,Master's,Responsable Commercial,6.1,36900
25,Female,Baccalauréat,Commercial,4.6,22500
21,Female,Bachelor's,Data Analyst,0.0,22600
50,Male,PhD,Responsable RH,23.0,53700
31,Female,PhD,Data Engineer,3.3,36000
27,Male,Bachelor's,Infirmier,3.8,24700
35,Female,Master's,Technicien de Maintenance,7.8,27700
42,Female,Bachelor's,Responsable Marketing,21.0,55000
32,Female,Bachelor's,Responsable RH,11.0,38700
35,Female,Baccalauréat,Technicien de Maintenance,17.0,30900
35,Female,Baccalauréat,Office Manager,7.2,32100
37,Male,Master's,Consultant IT,10.4,59100
45,Female,Master's,Consultant Finance,12.1,54600
36,Female,Master's,ML Engineer,12.2,42200
29,Male,Bachelor's,Comptable,5.3,19000
39,Female,PhD,Chercheur,12.0,53300
25,Female,Bachelor's,Responsable RH,2.8,29200
44,Female,Bachelor's,Chargé de Communication,16.5,25400
30,Female,Bachelor's,Analyste Financier,0.9,32200
41,Male,PhD,Data Scientist,6.6,59600
43,Female,Master's,Data Engineer,13.2,48300
37,Male,Master's,Consultant Finance,10.2,50600
53,Male,CAP/BEP,Infirmier,20.8,38300
27,Female,PhD,DevOps Engineer,0.0,33600
50,Male,Bachelor's,Chargé RH,17.4,32900
56,Male,Bachelor's,Chargé RH,35.0,31400
41,Male,Bachelor's,Conducteur de Projet,17.7,52900
26,Male,Bachelor's,Enseignant,2.2,28000
25,Male,Bachelor's,Chargé RH,4.0,30400
51,Male,CAP/BEP,Commercial,26.8,36100
35,Female,PhD,Commercial,4.1,32200
37,Male,Master's,Directeur Financier,14.0,89800
45,Female,Bachelor's,Technicien de Maintenance,20.4,37600
27,Female,PhD,Médecin,0.0,75500
29,Female,CAP/BEP,Architecte Cloud,7.9,30300
33,Female,Master's,Data Analyst,8.1,39100
41,Female,Baccalauréat,Chargé de Communication,15.1,33300
44,Male,CAP/BEP,Chargé RH,24.8,28600
38,Male,PhD,Consultant IT,11.0,66500
49,Male,Master's,Chargé RH,15.7,45300
32,Male,Bachelor's,Chef de Projet IT,10.5,32800
37,Male,Baccalauréat,Data Analyst,19.0,44200
34,Male,PhD,Chercheur,6.2,61700
52,Male,Bachelor's,Office Manager,19.1,34500
33,Female,CAP/BEP,Chargé RH,14.5,22900
27,Female,PhD,Technicien de Maintenance,0.0,27200
42,Male,Master's,Responsable RH,17.4,44900
46,Female,PhD,Chef de Projet IT,7.3,41400
31,Female,Master's,Chef de Projet IT,5.7,50400
30,Male,Master's,Consultant IT,3.2,39500
42,Female,Bachelor's,Ingénieur Systèmes,15.8,49000
30,Male,Baccalauréat,Infirmier,12.0,22900
31,Female,Baccalauréat,Commercial,8.3,39600
43,Male,Bachelor's,Comptable,12.1,33000
23,Female,Master's,Développeur Software,0.0,46000
32,Male,Master's,Responsable Commercial,2.8,49100
33,Male,Bachelor's,Infirmier,5.1,29100
31,Female,PhD,Chercheur,3.2,29400
35,Male,Bachelor's,Juriste,8.8,40600
42,Female,Bachelor's,Infirmier,6.9,29200
27,Female,PhD,Pharmacien,0.0,43500
35,Male,Master's,Chef de Projet IT,6.0,35700
41,Male,PhD,Conducteur de Projet,8.3,40300
24,Female,Master's,Chef de Projet IT,0.9,41200
43,Male,Bachelor's,Commercial,18.4,40800
50,Female,Baccalauréat,Développeur Software,21.5,38300
36,Male,Master's,Data Engineer,9.7,55200
43,Female,Master's,Enseignant,12.9,32800
48,Female,Master's,Data Engineer,14.8,48500
50,Female,CAP/BEP,Data Analyst,32.0,24500
55,Female,PhD,Consultant Finance,13.8,44200
32,Male,CAP/BEP,Développeur Software,11.1,32700
21,Male,Bachelor's,Chargé RH,0.0,20400
30,Female,PhD,Data Analyst,3.0,42400
26,Female,Bachelor's,Office Manager,4.1,26600
44,Male,Baccalauréat,Chargé de Communication,16.5,28300
30,Male,Master's,Chef de Projet IT,5.2,37800
37,Male,Master's,Responsable Marketing,7.3,41100
33,Male,PhD,Médecin,5.6,112700
38,Female,Baccalauréat,Conducteur de Projet,13.3,32400
33,Male,Bachelor's,Technicien de Maintenance,10.9,19600
45,Male,Master's,Pharmacien,11.8,38000
36,Female,Bachelor's,Consultant Finance,14.5,32500
29,Male,CAP/BEP,ML Engineer,8.1,28200
41,Male,Master's,Développeur Software,12.3,44400
45,Male,Master's,Chef de Projet IT,16.1,61300
44,Female,Master's,Logisticien,13.6,32200
50,Female,PhD,Data Analyst,7.2,39000
23,Male,Master's,Data Analyst,0.0,23300
39,Male,Bachelor's,Account Manager,17.1,47600
47,Male,Master's,Développeur Software,15.1,48200
34,Male,PhD,Chargé RH,5.6,41300
50,Male,Bachelor's,Account Manager,21.2,46700
54,Female,Bachelor's,Technicien de Maintenance,31.0,21400
34,Male,Master's,Logisticien,3.1,34600
54,Male,Master's,Développeur Software,30.4,75200
22,Male,Bachelor's,Comptable,0.9,20000
45,Male,PhD,Développeur Software,17.8,54500
32,Male,Bachelor's,Infirmier,3.7,26500
50,Female,PhD,Architecte Cloud,15.9,62600
36,Female,Bachelor's,Assistant Administratif,11.9,23200
32,Male,Master's,Consultant Finance,5.8,68600
40,Female,Bachelor's,Trader,18.2,52800
34,Male,Bachelor's,Office Manager,7.8,24200
36,Male,Bachelor's,Commercial,8.4,38900
48,Female,Bachelor's,Analyste Financier,10.1,45000
36,Female,Master's,Responsable RH,9.5,33000
27,Male,PhD,Consultant IT,0.0,61300
55,Male,Master's,Consultant Finance,13.1,67400
33,Male,Master's,DevOps Engineer,8.1,45500
21,Male,Bachelor's,Responsable Marketing,0.0,36100
30,Male,PhD,Conducteur de Projet,3.0,35400
51,Male,Baccalauréat,Ingénieur Systèmes,23.2,41300
40,Male,Baccalauréat,Comptable,16.1,27500
35,Female,Bachelor's,Logisticien,12.3,31800
41,Male,Bachelor's,Business Developer,20.0,64000
51,Male,PhD,Chargé de Communication,14.7,38700
29,Female,Master's,Data Analyst,4.7,29100
52,Male,Bachelor's,Chargé RH,29.0,42500
46,Female,Master's,Chef de Projet IT,12.6,43700
39,Male,Master's,Data Scientist,11.4,64000
35,Female,Master's,Contrôleur de Gestion,6.5,29500
38,Female,PhD,Consultant Finance,3.6,52400
25,Female,Master's,Consultant Finance,0.9,36700
37,Female,CAP/BEP,Développeur Software,15.6,29600
35,Female,Master's,Développeur Software,9.3,41700
36,Male,Master's,Conducteur de Projet,10.4,40900
26,Male,Bachelor's,Responsable Marketing,4.9,35500
43,Female,Baccalauréat,Chargé de Communication,12.0,18400
43,Male,Bachelor's,Analyste Financier,19.0,73500
39,Male,Master's,Ingénieur Systèmes,9.6,47900
36,Male,PhD,Consultant IT,5.4,59600
40,Female,CAP/BEP,Account Manager,22.0,33800
25,Female,Master's,Contrôleur de Gestion,1.3,39900
39,Female,Master's,Architecte Cloud,13.2,57500
24,Female,Bachelor's,Directeur Financier,2.3,33000
35,Female,PhD,Architecte Cloud,6.4,56900
37,Male,Bachelor's,Business Developer,12.8,57200
24,Female,Bachelor's,Infirmier,2.6,22700
27,Male,PhD,Chef de Projet IT,0.0,52300
33,Male,PhD,Consultant Finance,3.9,58700
40,Male,Bachelor's,Commercial,15.3,32500
21,Male,Bachelor's,ML Engineer,0.0,43500
28,Male,Bachelor's,Conducteur de Projet,3.8,30900
27,Male,Master's,Trader,3.8,56400
34,Female,Master's,Développeur Software,7.3,36200
33,Male,Master's,Data Analyst,4.3,44000
30,Male,Bachelor's,Responsable Marketing,5.7,50000
27,Female,Master's,Infirmier,4.0,28100
38,Female,PhD,Développeur Software,4.9,28100
32,Female,Bachelor's,Conducteur de Projet,8.2,25100
27,Male,Master's,Data Scientist,3.3,45500
54,Female,Bachelor's,DevOps Engineer,30.3,52600
34,Female,Master's,Data Analyst,7.3,47100
34,Female,PhD,Médecin,3.9,79900
39,Female,Bachelor's,Commercial,16.8,34500
44,Male,Master's,Enseignant,19.3,30900
23,Male,Master's,Logisticien,0.0,17764
39,Female,Master's,Data Engineer,12.5,41700
38,Female,Master's,Développeur Software,11.2,34200
53,Female,CAP/BEP,Assistant Administratif,9.3,17764
36,Female,Bachelor's,Office Manager,15.0,28500
42,Female,Bachelor's,Data Scientist,13.9,45400
28,Male,Master's,Account Manager,2.7,41800
53,Male,Bachelor's,Account Manager,25.2,60700
53,Female,Bachelor's,Chargé RH,16.7,22000
36,Male,Master's,Développeur Software,11.5,42300
50,Male,Bachelor's,Consultant IT,22.1,83100
47,Female,Bachelor's,Commercial,16.1,26200
32,Male,Bachelor's,Data Analyst,8.2,31500
45,Female,Bachelor's,Business Developer,12.4,25000
28,Female,PhD,Analyste Financier,0.9,57500
43,Female,Bachelor's,Account Manager,19.9,40700
22,Female,Baccalauréat,Technicien de Maintenance,2.8,17764
36,Male,Master's,Pharmacien,13.0,46900
39,Female,Bachelor's,Commercial,12.1,27900
40,Female,PhD,Data Analyst,11.0,46700
31,Female,Bachelor's,Comptable,4.8,20200
44,Female,Baccalauréat,Office Manager,19.6,36300
35,Male,Baccalauréat,Office Manager,13.9,26700
36,Male,CAP/BEP,Responsable RH,12.1,40000
32,Male,PhD,Responsable RH,2.4,36700
57,Female,Master's,Consultant Finance,30.2,56200
34,Male,Master's,Responsable Commercial,5.2,40900
56,Female,PhD,Chercheur,19.6,42500
23,Male,Master's,Analyste Financier,0.0,48000
56,Male,Bachelor's,Technicien de Maintenance,23.5,29500
42,Male,CAP/BEP,Commercial,19.6,26000
23,Male,Master's,Directeur Financier,0.0,68400
40,Female,Master's,ML Engineer,8.4,54600
35,Male,Master's,Data Scientist,6.5,38800
36,Male,Master's,Consultant IT,11.5,64600
36,Male,Bachelor's,Comptable,7.0,27800
38,Male,Master's,Chef de Projet IT,14.3,64600
32,Female,Master's,Consultant Finance,4.3,28300
28,Female,Master's,Analyste Financier,3.0,54200
55,Female,Master's,Enseignant,15.6,22900
32,Male,Master's,Account Manager,9.0,41900
43,Male,PhD,DevOps Engineer,15.5,57500
34,Male,PhD,Contrôleur de Gestion,5.9,72700
39,Female,Bachelor's,Chargé de Communication,16.8,29500
38,Female,Bachelor's,Chargé RH,9.7,21600
30,Male,Bachelor's,Technicien de Maintenance,2.5,29100
23,Female,Master's,Assistant Administratif,0.0,25400
29,Female,Bachelor's,Data Analyst,4.0,22200
48,Female,Bachelor's,Analyste Financier,18.3,37700
35,Female,PhD,Responsable Commercial,7.1,47400
52,Female,Bachelor's,Data Analyst,18.8,34900
35,Male,PhD,Chercheur,6.0,46000
44,Female,Master's,Développeur Software,13.9,43300
30,Male,PhD,Data Scientist,2.2,58500
34,Female,Master's,Commercial,7.6,30900
47,Female,Master's,Juriste,19.4,55000
39,Female,Master's,Comptable,12.6,28700
28,Male,Master's,Architecte Cloud,1.6,56000
47,Male,Master's,Analyste Financier,19.6,72600
28,Female,Bachelor's,Infirmier,5.8,23100
38,Male,Bachelor's,Technicien de Maintenance,10.3,30800
37,Female,Bachelor's,Consultant IT,12.3,56000
47,Male,PhD,Chercheur,13.2,56200
46,Female,Master's,Consultant Finance,18.8,50700
39,Female,Bachelor's,Office Manager,12.7,21800
36,Male,Bachelor's,Responsable RH,9.5,33200
45,Male,Master's,Développeur Software,22.0,52100
55,Male,Bachelor's,Analyste Financier,13.0,49900
34,Male,Baccalauréat,Logisticien,12.0,21200
53,Male,Bachelor's,Data Scientist,27.0,53200
31,Male,Master's,Consultant Finance,5.4,55800
30,Male,Master's,Trader,6.4,67900
59,Female,Master's,Chercheur,33.4,49200
40,Female,Master's,Data Analyst,7.3,22800
44,Female,Master's,Chargé RH,11.1,21100
38,Female,CAP/BEP,Office Manager,8.4,19600
48,Female,Master's,Data Analyst,19.1,29200
62,Female,CAP/BEP,Développeur Software,36.3,47800
38,Female,PhD,Consultant Finance,7.9,48000
21,Female,Bachelor's,Chercheur,0.0,23300
40,Male,PhD,Assistant Administratif,9.9,29400
49,Male,Bachelor's,Responsable Commercial,18.6,63700
34,Male,Master's,Chef de Projet IT,7.4,65600
40,Male,Bachelor's,Commercial,8.6,30200
31,Male,Master's,Ingénieur Systèmes,4.3,42300
48,Female,Master's,Développeur Software,11.3,46400
33,Male,Master's,Data Scientist,5.1,72700
31,Female,Master's,DevOps Engineer,8.0,36700
35,Male,Master's,Comptable,11.2,36400
30,Male,Master's,Data Engineer,7.0,38900
51,Female,PhD,Analyste Financier,24.0,44800
38,Male,Baccalauréat,Assistant Administratif,20.0,25900
27,Female,Master's,Enseignant,4.0,34500
28,Female,Master's,Data Analyst,2.3,27500
51,Female,PhD,Contrôleur de Gestion,14.5,40000
37,Female,PhD,Responsable RH,6.8,30700
38,Female,Bachelor's,Analyste Financier,1.7,36600
28,Male,CAP/BEP,Juriste,5.3,21700
40,Female,Master's,DevOps Engineer,11.2,62900
30,Female,CAP/BEP,Chef de Projet IT,12.0,41300
33,Male,Bachelor's,Data Analyst,12.0,43100
27,Female,Master's,Développeur Software,2.2,30600
33,Male,CAP/BEP,Data Analyst,3.5,30700
30,Female,Bachelor's,Enseignant,6.3,22800
42,Female,Baccalauréat,Technicien de Maintenance,21.9,22800
31,Female,Baccalauréat,Business Developer,8.5,25900
48,Female,Master's,Chargé RH,14.3,20700
30,Female,Master's,Account Manager,6.2,43300
42,Female,Baccalauréat,Infirmier,24.0,25100
33,Female,CAP/BEP,Infirmier,7.1,23500
35,Male,PhD,Analyste Financier,3.1,39500
